ID,Name,Lat,Long,Origin,ICAO
11828,Davison Army Air Field,38.715000152600005,-77.1809997559,DAA,KDAA
11829,Barstow Daggett Airport,34.85369873,-116.78700259999998,DAG,KDAG
11830,Deming Municipal Airport,32.262298584,-107.721000671,DMN,KDMN
11831,Desert Rock Airport,36.6194,-116.032997,DRA,KDRA
11832,Needles Airport,34.7663002014,-114.62300109899999,EED,KEED
11833,Duke Field,30.65040016,-86.52290344,EGI,KEGI
11834,Murray Field,40.8033981323,-124.112998962,EKA,KEKA
11835,San Marcos Municipal Airport,29.8927001953125,-97.86299896240234,HYI,KHYI
11836,Sawyer County Airport,46.02519989010001,-91.44429779050002,HYR,KHYR
11837,Kimble County Airport,30.5112991333,-99.76349639889999,JCT,KJCT
11838,Monticello Municipal Ellis Field,33.638599400000004,-91.75099945,LLQ,KLLQ
11839,Derby Field,40.0663986206,-118.565002441,LOL,KLOL
11840,Mobridge Municipal Airport,45.54650116,-100.40799709999999,MBG,KMBG
11841,Mc Comb/Pike County Airport/John E Lewis Field,31.17849922,-90.47190094,MCB,KMCB
11842,Southern Illinois Airport,37.778099060058594,-89.25199890136719,MDH,KMDH
11843,Mc Entire Joint National Guard Base,33.92079926,-80.80130005,MMT,KMMT
11844,Brunswick Executive Airport,43.89220047,-69.93859863,NHZ,KNHZ
11845,Naval Station Mayport (Admiral David L. Mcdonald Field),30.39109993,-81.42469788,NRB,KNRB
11846,Orangeburg Municipal Airport,33.456798553467,-80.859497070312,OGB,KOGB
11847,Columbus Municipal Airport,41.44800186,-97.34259796,OLU,KOLU
11848,Ottumwa Regional Airport,41.10660172,-92.44789886,OTM,KOTM
11849,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,OZR,KOZR
11850,Ralph Wenz Field,42.79550171,-109.8069992,PWY,KPNA
11851,Dutchess County Airport,41.6265983581543,-73.88420104980469,POU,KPOU
11852,New Richmond Regional Airport,45.14830017,-92.5381012,RNH,KRNH
11853,Russell Municipal Airport,38.872100830078004,-98.811798095703,RSL,KRSL
11854,Redwood Falls Municipal Airport,44.54719925,-95.08229828,RWF,KRWF
11855,Salinas Municipal Airport,36.662799835205,-121.60600280761999,SNS,KSNS
11856,Sonora Municipal Airport,30.585699081420998,-100.6490020752,SOA,KSOA
11857,Saline County Regional Airport,34.59059906,-92.47940063,SUZ,KSUZ
11858,Tonopah Airport,38.06019974,-117.086998,TPH,KTPH
11859,Aurora State Airport,45.24710083007813,-122.7699966430664,UAO,KUAO
11860,Ukiah Municipal Airport,39.125999450684,-123.20099639893,UKI,KUKI
11861,University Oxford Airport,34.384300231934,-89.536796569824,UOX,KUOX
11862,Huntsville Regional Airport,30.7469005585,-95.5871963501,HTV,KUTS
11863,Miller Field,42.85779953,-100.5479965,VTN,KVTN
11864,Winnemucca Municipal Airport,40.8965988159,-117.805999756,WMC,KWMC
11865,West Woodward Airport,36.438,-99.5226667,WWR,KWWR
11866,Cape Canaveral AFS Skid Strip,28.4675998688,-80.56659698490002,XMR,KXMR
11867,Homey (Area 51) Airport,37.23500061035156,-115.81099700927734,\N,KXTA
11868,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,ZZV,KZZV
11918,Nenana Municipal Airport,64.54730224609375,-149.07400512695312,ENN,PANN
11919,Wasilla Airport,61.5717010498,-149.539993286,WWA,PAWS
